Category,Indicator,Variable,Units,Statistic,Scale
Indicator estimates: access (walking),Score (0/1): all destination categories of the 'services' combined-access set (strict variants) is reachable within 500 m along the pedestrian network,sp_walk_access_all_services_strict_500m,score 0-1,value,sample point (walking)
Indicator estimates: access (walking),Score (0/1): all destination categories of the 'services' combined-access set (strict variants) is reachable within 1000 m along the pedestrian network,sp_walk_access_all_services_strict_1000m,score 0-1,value,sample point (walking)
Indicator estimates: access (walking),Score (0/1): all destination categories of the 'services' combined-access set (strict variants) is reachable within 1500 m along the pedestrian network,sp_walk_access_all_services_strict_1500m,score 0-1,value,sample point (walking)
Indicator estimates: access (walking),Score (0/1): all destination categories of the 'services' combined-access set (lenient variants) is reachable within 500 m along the pedestrian network,sp_walk_access_all_services_lenient_500m,score 0-1,value,sample point (walking)
Indicator estimates: access (walking),Score (0/1): all destination categories of the 'services' combined-access set (lenient variants) is reachable within 1000 m along the pedestrian network,sp_walk_access_all_services_lenient_1000m,score 0-1,value,sample point (walking)
Indicator estimates: access (walking),Score (0/1): all destination categories of the 'services' combined-access set (lenient variants) is reachable within 1500 m along the pedestrian network,sp_walk_access_all_services_lenient_1500m,score 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'fresh food' destination sub-types reachable within 500 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_fresh_food_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'fresh food' destination sub-types with at least one destination reachable within 500 m along the pedestrian network,sp_walk_richness_fresh_food_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'fresh food' destination sub-types reachable within 1000 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_fresh_food_1000m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'fresh food' destination sub-types with at least one destination reachable within 1000 m along the pedestrian network,sp_walk_richness_fresh_food_1000m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'education' destination sub-types reachable within 500 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_education_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'education' destination sub-types with at least one destination reachable within 500 m along the pedestrian network,sp_walk_richness_education_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'education' destination sub-types reachable within 1000 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_education_1000m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'education' destination sub-types with at least one destination reachable within 1000 m along the pedestrian network,sp_walk_richness_education_1000m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'health care' destination sub-types reachable within 500 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_health_care_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'health care' destination sub-types with at least one destination reachable within 500 m along the pedestrian network,sp_walk_richness_health_care_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'health care' destination sub-types reachable within 1000 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_health_care_1000m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'health care' destination sub-types with at least one destination reachable within 1000 m along the pedestrian network,sp_walk_richness_health_care_1000m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'community culture recreation' destination sub-types reachable within 500 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_community_culture_recreation_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'community culture recreation' destination sub-types with at least one destination reachable within 500 m along the pedestrian network,sp_walk_richness_community_culture_recreation_500m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),"Diversity (0-1) of the 'community culture recreation' destination sub-types reachable within 1000 m along the pedestrian network: the Shannon entropy of the counts of each sub-type, normalised by the number of sub-types defined, so that 1 is an even spread across all of them and 0 is one sub-type only, or nothing reachable at all",sp_walk_diversity_community_culture_recreation_1000m,index 0-1,value,sample point (walking)
Indicator estimates: access (walking),Share (0-1) of the 'community culture recreation' destination sub-types with at least one destination reachable within 1000 m along the pedestrian network,sp_walk_richness_community_culture_recreation_1000m,index 0-1,value,sample point (walking)
Indicator estimates: walkability,Average walkable neighbourhood population density (population per km²; population weighted),pop_nh_pop_density,persons per km²,mean,"city, custom: agebs, custom: condesa_fraccionamientos, custom: region_mexicali, custom: region_condesa"
Indicator estimates: walkability,Average walkable neighbourhood intersection density (intersections per km²; population weighted),pop_nh_intersection_density,count per km²,mean,"city, custom: agebs, custom: condesa_fraccionamientos, custom: region_mexicali, custom: region_condesa"
